HYBAS_ID,NEXT_DOWN,NEXT_SINK,MAIN_BAS,DIST_SINK,DIST_MAIN,SUB_AREA,UP_AREA,PFAF_ID,ENDO,COAST,ORDER,SORT
"4050027780","0","4050027780","4050027780",0.0,0.0,5961.9,310380.1,"45341","0","0","1","389"
"4051081310","4050027780","4050027780","4050027780",183.3,183.3,15565.4,282910.8,"45343","0","0","1","390"
"4051081260","4050027780","4050027780","4050027780",183.4,183.4,21506.4,21506.4,"45342","0","0","2","391"
"4051065250","4051081310","4050027780","4050027780",409.1,409.1,1483.3,226574.5,"45345","0","0","1","392"
"4051065170","4051081310","4050027780","4050027780",409.3,409.3,40768.7,40768.7,"45344","0","0","2","393"
"4051063700","4051065250","4050027780","4050027780",459.9,459.9,108512.7,108513.0,"45346","0","0","2","394"
"4051063690","4051065250","4050027780","4050027780",460.1,460.1,30040.9,116578.2,"45347","0","0","1","395"
"4051063670","4051063690","4050027780","4050027780",781.0,781.0,55542.3,55543.4,"45349","0","0","1","396"
"4051063810","4051063690","4050027780","4050027780",781.0,781.0,30995.5,30995.5,"45348","0","0","2","397"
