undefined

Dates,ACTUAL (mm) 
"Aug-2018",349.5
"Jul-2019",1021
"Aug-2019",47329
"Sep-2019",45
"Oct-2019",620
"Nov-2019",49
"Dec-2019",0.5
"Jan-2020",0
